index,BuildingRatingDesc,BuildingClassDesc,StreetAddress,Quadrant,City,State,PostCode,Latitude,Longitude,MinRent,MaxRent,NumBedsMin,NumBedsMax,NumBathsMin,NumBathsMax,UnitMinSqFt,UnitMaxSqFt,NUMUNITS,MinLeaseTermsMonths,MaxLeaseTermsMonths,IsShortTermLeaseAvailableFlag,AYB,EYB,YR_RMDL,STORIES,GBA,LotSqFtTotal,Rooms-Kitchen,Rooms-Heating,Rooms-Range,Rooms-Refrigerator,Rooms-Oven,Rooms-Air Conditioning,Building-Elevator,Rooms-Wheelchair Accessible (Rooms),Building-Laundry Facilities,Rooms-Hardwood Floors,Rooms-Tub/Shower,Rooms-Cable Ready,Rooms-Dishwasher,Building-Property Manager on Site,Building-Fitness Center,Building-Doorman,Rooms-Stainless Steel Appliances,Building-Controlled Access,Rooms-Microwave,Building-Concierge,Rooms-Washer/Dryer,Rooms-Granite Countertops,Rooms-Balcony,Rooms-Views,Building-24 Hour Availability,Rooms-High Speed Internet Access,Building-Maintenance on site,Building-Security System,Rooms-Vaulted Ceiling,Building-On-Site Retail,Building-Bike Storage,Rooms-Walk-In Closets,Building-Courtyard,Rooms-Storage Units,Building-Pool,Building-Storage Space,Rooms-Tile Floors,Building-Rooftop Lounge,Building-Gameroom,Building-Package Service,Building-Lounge,Rooms-Fireplace,Building-Sundeck,Building-Playground,Building-Clubhouse,Rooms-Intercom,Rooms-Smoke Free,Rooms-Disposal,Rooms-Eat-in Kitchen,Building-Dry Cleaning Service,Rooms-Freezer,Rooms-Carpet,Building-Business Center,Building-Vintage Building,Building-Video Patrol,Rooms-Dining Room,Building-Spa,Building-Media Center/Movie Theatre,Building-Sauna,Building-Grill,Building-Recycling,Rooms-Wi-Fi,Building-Laundry Service,Rooms-Patio,Rooms-Deck,Building-Car Charging Station,Rooms-Window Coverings,Building-Breakfast/Coffee Concierge,Building-Pet Play Area,Rooms-Crown Molding,Building-Maid Service,Building-Basketball Court,Rooms-Office,Building-Gated,Building-Cardio Machines,Rooms-Pantry,Rooms-Bay Window,Building-Free Weights,Building-Furnished Units Available,Rooms-Garden,Rooms-Ceiling Fans,Building-Online Services,Rooms-Washer/Dryer Hookup,Rooms-Sprinkler System,Rooms-Alarm,Building-Waterfront,Rooms-Double Pane Windows,Building-Multi Use Room,Building-Trash Pickup - Curbside,Building-Weight Machines,Rooms-Ice Maker,Building-Library,Building-Health Club Facility,Building-Picnic Area,Building-Planned Social Activities,Building-Walking/Biking Trails,Rooms-Basement,Rooms-Double Vanities,Rooms-Satellite TV,Rooms-Linen Closet,Building-Trash Pickup - Door to Door,Building-Pet Care,Building-Renters Insurance Program,Rooms-Yard,Building-Fitness Programs,Note
37,4 Star,A,6410 Arlington Blvd,,Falls Church,VA,220422358,38.872526,-77.161309,1018,3460,1,2,1,2,608,1636,185,,,,2015,,,5,150400,87577,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Located in Falls Church, Loren boasts a perfect location with easy access to all the greatest neighborhoods Northern Virginia and Washington, DC have to offer. Loren is a unique mix of relaxed comfort with the convenience and excitement of city living. Sitting right on Arlington Boulevard, Loren is a stunning residential enclave with a hip vibe that taps into the vibrant pulse of the National Capital Region."
38,2 Star,C,1925-1927 N Calvert St,,Arlington,VA,22201,38.895442,-77.091839,1100,1400,0,3,1,2,481,944,23,,,,,,,3,14688,27573,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,4 Star,B,7501 Graham St,,Spotsylvania,VA,22553,38.205239,-77.5925453,1095,1548,1,2,1,2,847,1239,53,,,,2016,,,5,37855,,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
40,3 Star,B,5863 Chevy Chase Pky NW,NW,Washington,DC,200152563,38.9678744,-77.0760225,1900,2300,1,2,1,1,700,1200,16,,,,,,,4,10000,19998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Embrace old world character in one of DCs most prestigious addresses. This early 19th century residence exudes a stately frontage distinctly situated on Chevy Chase Circle within a historical enclave. Enjoy nearby accessibility to several surrounding neighborhoods; Friendship Heights, Tenleytown, Downtown Silver Spring & Bethesda. Each of which have much to offer with a dynamic selection of fine dining options & upscale shopping. You can also stroll to various nearby conveniences including a grocery store, library & cafes. The interior boasts expansive floor-plans, novel hardwood flooring, grand ceilings & extensive foyers, all contributing to the charm of an intimate community. This four floor walk-up building uniquely features off street parking at no additional costs. Residing here is suitable for the individual who wants to indulge in the best of both worlds with DC & Maryland bordering your abode. Viewings are conducted by appointment, please contact us"
41,3 Star,B,4225 Southwinds Pl,,White Plains,MD,206953271,38.5969601,-76.9490405,1315,2600,1,3,1,2,650,1631,300,12,12,,,,,4,337413,426017,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? is a luxurious, upscale, active adult, apartment rental community for persons of age 55 and better. A gated community, nestled in the woods - quiet and serene, yet located just minutes from Waldorf and LaPlata shopping, medical and professional areas. At ???, you can live the carefree lifestyle you deserve! Forget about the maintenance and expense of home ownership. At ???, you are free to spend your time as you please...relax, travel, or do the volunteer work you never before had the time to do. Enjoy the companionship of people like yourself!
Home is where your story begins, we at ??? want to help create the next chapter in your story.
Give Us a Call Today & Schedule a Tour"
42,3 Star,B,3707 Rolling Hills Ave,,Alexandria,VA,22309,38.738001,-77.096564,930,1670,0,3,1,2,390,1033,157,,,,,,,4,158855,173600,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"For more information and a tour of our apartment homes, please call the rental office between the hours of 8:00AM and 5:00PM Monday through Friday. Weekend viewings by appointment."
43,2 Star,C,211 Kennedy St NW,NW,Washington,DC,20011,38.9567228,-77.0140574,,,0,0,,,,,1,,,,,,,2,2115,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2 Star,C,3300-3304 Pennsylvania Ave SE,SE,Washington,DC,200202408,38.868608,-76.957843,,,1,1,1,1,675,800,31,,,,,,,3,30636,20950,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,3 Star,B,14301 Georgia Ave,,Silver Spring,MD,209062739,39.089755,-77.079097,1131,2315,1,3,1,2,525,1230,435,3,24,,,,,4,434430,871636,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Welcome to ???, where our residents are our top priority! Choose from one-, two-, and three-bedroom apartments for rent, featuring modern updates such as granite countertops, hardwood flooring, washer/dryer and much more in select homes! Location is everything at ??? Apartments! Right off of Georgia Avenue, easy access to Glenmont Metro with on site bus stops, quick drive to I-95, I-495, ICC MD-200, and Route 28, make getting to your favorite destinations a breeze! You're close to Olney, Rockville, Wheaton, and NW Washington, DC. Conveniently located close to Wheaton Mall, Giant, Safeway, Wells Fargo, SunTrust, PNC, McDonalds, Outback Steakhouse, Rock Creek Park, Chipotle, Panera Bread, Starbucks, and many more retail, dining, and grocery stores! ??? in Silver Spring, MD evoke the feeling of a quaint, country home with its brick-faced buildings, landscaped courtyards, and beautiful views from your private balcony or patio. While you'll feel like you're in the country, these apartments are minutes from Silver Spring's lively downtown. Welcome home to ???, where comfort and convenience count!"
46,3 Star,B,1345 Savannah St SE,SE,Washington,DC,20032,38.8438943,-76.9850648,,,1,5,1,2,750,1450,377,,,,,,,3,421250,39579,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
47,2 Star,C,2317 Huntington Ave,,Alexandria,VA,22303,38.794506,-77.0718532,,,1,2,1,1,450,550,12,,,,,,,3,8202,29037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3 Star,C,10320 Layton Hall Dr,,Fairfax,VA,22030,38.850969,-77.301673,1345,1600,1,3,1,2,620,1020,110,,,,,,,3,140448,339995,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Welcome to ???, a quiet, well located affordable community in a park-like setting within walking distance to Fairfax County offices, shopping and restaurants. Layton Hall features spacious living rooms, kitchens and bedrooms, beautiful parquet flooring, balconies and ample free parking. If you are looking for a community that offers a park-like setting, value priced in the center of the City of Fairfax, make Layton Hall your new home today! Layton Hall -City of Fairfax's best kept secret!"
49,4 Star,B,12912 Falling Water Cir,,Germantown,MD,20874,39.184475,-77.267854,1132,1491,1,3,1,2,745,1237,143,,,,,,,3,189948,369864,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the heart of beautiful Germantown, The Acclaim puts you right in the middle of one of Montgomery County's most popular communities. Surrounded by shopping, dining and outdoor recreation, Germantown offers you everything you want close to home.Find great shopping and dining at the nearby Germantown Town Center and Lakeforest Mall, hop on I-270 and easily get to downtown Washington or catch a bus on site to the Shady Grove Metro."
50,4 Star,A,850 Quincy St NW,NW,Washington,DC,200115867,38.9374198,-77.02476,1825,7516,0,3,1,2,500,1198,161,,,,2006,,,6,181668,58806,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Modern boutique apartments are in and at ??? Metro, they're in reach. Filled with the features you can't live without, you'll always look forward to staying in. Working out, relaxing on the rooftop , partying with friends or checking e-mail; whatever you have in mind, our Petworth/Columbia Heights apartments of Park Place have it on site."
51,3 Star,B,1330 Missouri Ave NW,NW,Washington,DC,20011,38.961505,-77.0315889,956,956,0,0,1,1,385,420,36,,,,,,,5,14770,8830,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,3 Star,B,4223 28th Ave,,Temple Hills,MD,207481734,38.831838,-76.945924,1045,1500,1,3,1,2,600,960,172,,,,,,,3,125529,206474,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"It seems like you've been having this dream forever. You're living in this incredible apartment in Temple Hills, MD. The one, two, and three bedroom apartments were all spacious, and you immediately fell in love. You're relaxing in the living room with your dinner guests, basking in their compliments on the gourmet meal you just prepared in the modern kitchen of your newly renovated apartment. The conversation turns to the latest shopping and dining experiences and how wonderful it is that they're all just minutes away, followed by a friendly debate over which of the neighborhoods two Metro stations is more convenient. Finally, plans are made to meet at the pool tomorrow and they depart. That's when you wake up and realize it wasn't a dream at all. Its your life, today and every day, at ??? in Temple Hills, MD."
53,4 Star,A,1445 P St NW,NW,Washington,DC,200051987,38.909882,-77.033572,1865,3460,0,2,1,2,413,1092,66,,,,,,,7,52800,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"On P Street NW, in the heart of the vibrant Logan Circle neighborhood, The Hudson is within easy reach of the Dupont Circle or McPherson Metro stations, and within seconds of shops and retailers, including Whole Foods, Starbucks, Bluemercury, Lululemon, and VIDA Fitness. From stained concrete floors to 9' ceilings with exposed spiral ductwork and concrete ceilings - as well as granite countertops and stainless steel appliances - the Hudson holds no shortage of style. Together with its sister building The DeSoto, The Hudson offers a 24-hour concierge and an unmatched level of service. The DeSoto is located in the heart of the vibrant Logan Circle neighborhood on P Street NW. Just across the street from Whole Foods, and steps from Starbucks, Blue Mercury, Lululemon, and VIDA Fitness, these modern apartment homes are within easy reach of the Dupont Circle or McPherson Metro stations. The DeSoto is fashionably appointed with 9' ceilings, polished concrete floors, exposed spiral ductwork and concrete ceilings, granite countertops, and stainless steel appliances as well as a penthouse clubroom and rooftop terrace. Together with its sister building The Hudson, The DeSoto offers a 24-hour concierge and an unmatched level of service."
54,3 Star,B,18101 Marksman Cir,,Olney,MD,20832,39.1546382,-77.0618448,1565,2875,1,3,1,2,755,1260,131,,,,,,,4,140080,282269,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"??? is the only apartment community in the charming town of Olney, MD. These one-, two-, and three-bedroom apartments for rent have it all dual-entry gourmet kitchens with separate dining room, washer/dryer, walk-in closets, balcony or patio, stylish finishes, and off-street parking. You'll also enjoy our tennis courts, swimming pool, clubhouse, soccer/baseball field and a 2.3-acre lake with walking paths. Located off Georgia Avenue, with easy access to Silver Spring, Rockville, and the DC area, ??? is close to Montgomery General Hospital, shopping and live theater. Hop on I-95, I-97, I-270 or U.S. Route 29, Route 32, and Route 108, and you'll be to your destination in no time! The bus stop, Glenmont Metro and Wheaton Metro are nearby, too. Bring your cat or dog along pets are welcome and there's no weight limit! If you'd like to learn more, ??? has a bilingual staff to answer any questions you may have."
55,3 Star,B,4501 Connecticut Ave NW,NW,Washington,DC,20008,38.9484678,-77.0653097,1751,3112,0,3,1,2,275,1949,226,,,,,,,13,365946,106565,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? is a stunning collection of apartment homes in Washington DC that offers residents gorgeous studio, one and two bedroom Washington DC apartments with practical features that include central heat and air conditioning, massive storage space, walk-in closets, modern appliances, and private balconies or patios. These apartments also offer oodles of charm with beautiful oak parquet flooring, walls of windows that offer sunlight and picturesque views, oversized bedrooms and formal dining rooms. Residents can also enjoy luxurious amenities such as a 24-hour fitness center, beautiful rooftop sundeck with lounge seating and patio tables overlooking the lush Rock Creek Park."
56,4 Star,A,1025 1st St SE,SE,Washington,DC,200035318,38.8777711,-77.0063239,,,0,0,,,,,200,,,,,,,14,253246,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,3 Star,B,10604 Blendia Ln,,Manassas,VA,20109,38.7817328,-77.5145465,1399,1559,1,3,1,2,693,1242,124,,,,,,,3,171618,355724,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manassas's Best Kept Secret... Large and Luxurious Apartment Homes at economical rental rates. At ???, we strive for quality service and a sense of community. Our residents are our #1 priority."
58,2 Star,C,1644 31st St NW,NW,Washington,DC,200072924,38.9117411,-77.0622568,2545,2545,1,1,1,1,500,500,12,,,,,,,4,6600,,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,2 Star,C,1440 Rock Creek Ford Rd NW,NW,Washington,DC,200111701,38.9631945,-77.0347682,1100,1700,0,2,1,1,529,926,89,,,,,,,4,92166,56475,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,3 Star,C,524 Thayer Ave,,Silver Spring,MD,209105325,38.9932888,-77.0141453,1250,1550,1,2,1,1,650,1050,25,,,,,,,3,30060,24999,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Welcome home to 524 Thayer. We have the apartment home you have been looking for, available for immediate move in. Moments away from all that downtown Silver Spring has to offer: Dining, Entertainment, Shopping, Parks and Metro, 524, will have everything you need to feel right at home."
61,3 Star,B,2216 Caroline St,,Fredericksburg,VA,22401,38.315152,-77.4683684,874,874,1,1,1,1,575,650,129,,,,,,,6,91736,87556,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,3 Star,B,801 Pleasant Dr,,Rockville,MD,20850,39.114005,-77.17119,,,2,3,2,2,,,54,,,,,,,3,69114,154202,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,4 Star,A,1745 N St NW,NW,Washington,DC,20036,38.907608,-77.040365,,,0,0,,,,,31,,,,2017,,,5,31000,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,2 Star,C,14 Parkway,,Greenbelt,MD,20770,39.002682,-76.875876,,,1,1,1,1,720,720,42,,,,,,,3,33600,80586,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,2 Star,C,4705-4709 Tecumseh St,,Berwyn Heights,MD,207402114,38.996948,-76.930412,,,1,2,1,1,700,850,36,,,,,,,3,28800,68825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3 Star,B,3033 16th St NW,NW,Washington,DC,20009,38.9275261,-77.035921,,,0,2,1,1,,,92,,,,,,,4,69723,19602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2 Star,C,5700 N 10th Rd N,N,Arlington,VA,22205,38.880256,-77.133343,1170,1750,0,2,1,2,562,1022,153,,,,,,,2,132000,13547,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,2 Star,C,703 Lenmore Ave,,Rockville,MD,208501221,39.0936072,-77.1489148,,,0,3,1,1,500,1100,59,12,12,,,1985,1985,3,49400,74427,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Our property is conveniently located near Red Line Metro, Rockville Town Square, I-270 Corridor and Montgomery County schools. Our Walk Score is 80 - Very Walkable. The beautiful grounds feature upgraded landscaping, mature shade trees, ample free parking and a small single-family home neighborhood environment. Our apartment homes are large and bright with smart floor plans, wall-to-wall carpet and upgraded kitchens and baths. Rockville's best kept secret! Please contact us today to visit one of our newly renovated apartment homes ! Email rocklin@jalexrentals.com !"
69,3 Star,C,1530 Rhode Island Ave NE,NE,Washington,DC,20018,38.926225,-76.982949,1175,1350,0,1,1,1,400,800,44,,,,,,,5,37167,34852,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Built in 1929, this 44 unit apartment building has been restored to offer beautiful hardwood floors and renovated kitchens. Living in the heart of the vibrant Brookland neighborhood, residents enjoy a wide array of cultural, shopping, and transit options at their doorstep."
